entity1,relationship,entity2
Littlefinger,is,Brienne
Brienne,escapes,Podrick
Brienne,fights,Podrick
Podrick,mentions,Stark
Sansa,is,Littlefinger
Brienne,tells,Podrick
Selmy,tells,Mad
Daario,has,Second
Son,devolves,Mossador
Barristan,confirms,Viserys
Daenerys,promises,Ser
Mossador,kills,Harpy
Daenerys,has,Mossador
Gilly,asks,Shireen
Selyse,interrupts,Sam
Bear,knows,King
North,is,Stark
Stannis,discusses,Jon
Stannis,shows,Jon
Mormont,pledge,Stannis
Jon,tells,Stannis
Stannis,makes,Jon
Jon,leaves,Night
Jon,admits,Sam
Sam,plans,Stannis
Stannis,is,Night
Slynt,nominates,Alliser
Aemon,casts,Jon
Tyrell,does,House
Myrcella,is,Free
Dorne,has,House
Jaime,says,Dorne
Wall,goes,Dorne
Dorne,is,Westeros
Snow,has,Lord
Watch,occurs,Battle
Watch,gets,Night
Jon,tells,Samwell
Samwell,wants,Watch
Stannis,has,Night
Jon,says,Night
Tyrion,has,Tyrion
Samwell,has,Tyrion
Baratheon,shows,Jon
Bear,knows,King
North,is,Stark
Jon,says,Lyanna
Mormont,is,Lord
Lyanna,is,Robb
Lyanna,is,Lady
Lyanna,has,Stannis
Stannis,writes,Jon
Mormont,joins,Stannis
Lyanna,is,Lady
Baratheon,is,Greyscale
Rayder,sees,Shireen
Shireen,is,Gilly
Gilly,does,Craster
Gilly,says,Craster
Shireen,has,Queen
Terys,tells,Arya
Braavos,is,Arya
Arya,has,Braavosi
Arya,does,Ilyn
Payne,is,Ilyn
Arya,does,Walder
Freys,is,House
Gendry,meets,Melisandre
Gendry,remains,Brotherhood
Jaqen,'s,Westeros
Jaqen,is,Faceless
Faceless,shapeshifts,Arya
Arya,reveals,Jaqen
Arya,meets,House
Black,is,Old
Old,raises,Braavos
Cersei,recognizes,Lannister
Cersei,wears,Myrcella
Cersei,is,Myrcella
Lannisters,is,Cersei
Cersei,recognizes,Lannister
Dorne,is,Myrcella
Cersei,seems,Joffrey
Cersei,appears,Joffrey
Qyburn,is,Gregor
Qyburn,confirms,Gregor
Lollys,is,House
Westeros,sometimes,Houses
Lollys,is,House
House,is,House
Landing,is,Dragonstone
Dragonstone,is,Crownlands
Crownlands,has,Blackwater
Council,is,Cersei
Cersei,is,Hand
Cersei,is,Tommen
Tommen,has,Westeros
Westeros,is,Kevan
Kevan,is,Queen
Queen,wants,Tommen
Tyrell,is,Master
Qyburn,is,Master
Pycelle,remains,Grand
Jaime,is,Council
Kevan,makes,Master
Tywin,has,King
Cersei,starts,Council
Coin,is,Lord
Ships,is,Grand
Stark,creats,Warden
Robb,does,Robb
Robb,runs,Blackfish
Kevan,makes,Tywin
Pycelle,points,Grand
Maester,has,Hand
Cersei,is,Qyburn
Varys,seems,Pycelle
Pycelle,has,Cersei
Eddard,points,Jaime
Mossador,is,Robb
Daenerys,has,Mossador
Oathkeeper,is,Son
Stark,has,Sansa
Littlefinger,indicates,Vale
Sansa,is,Brienne
Brienne,is,Littlefinger
Sansa,is,Brienne
Brienne,is,Brienne
Oathkeeper,is,Valyrian
Selmy,tells,Queen
Jon,insists,Night
Stannis,offers,Jon
Winterfell,lays,King
Sam,argues,Jon
Jon,becomes,Lord
Martell,arrives,Prince
Prince,blocks,Doran
Dorne,is,Prince
Prince,intends,Lannisters
Doran,says,Oberyn
Sam,learns,Lord
Arya,arrives,Braavos
Terys,has,House
Jaqen,claims,Jaqen
Lannister,spurns,Cersei
Bronn,resides,Castle
Cersei,is,Tyrion
Cersei,sends,Kingsguard
Faceless,tells,Arya
Cersei,sends,Jaime
Tyrion,learns,Cersei
Stannis,shows,Jon
Bear,knows,King
Tyrion,is,Pentos
Alliser,is,Jon
Oberyn,is,Lannister
Black,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Dany,makes,Meereen
Theon,remains,Ramsay
Worm,is,Sons
Daario,suggests,Sons
Daenerys,opts,Meereen
Daenerys,suggests,Hizdahr
Worm,wakes,Missandei
Worm,has,Ser
Missandei,tells,Grey
Worm,is,Missandei
Missandei,is,Grey
Daenerys,asks,Missandei
Missandei,has,Daenerys
Daenerys,visits,Hizdahr
Sam,reads,Slaver
Sam,praises,Daenerys
Snow,enters,Aemon
Aemon,tells,Jon
Jon,meets,Tormund
Tormund,offers,Tormund
Tormund,is,Jon
Tormund,tells,Jon
Jon,says,Stannis
Tormund,is,Jon
Edd,rejects,Grenn
Sam,tells,Gilly
Stannis,wants,Sam
Stannis,is,Dragonstone
Sam,has,Walkers
Stannis,tells,Ser
Davos,suggests,Jon
Stannis,improves,Boltons
Shireen,does,Wall
Melisandre,starts,Winterfell
Podrick,thinks,Sansa
Winterfell,is,Lannisters
Brienne,believes,Sansa
Brienne,tells,Catelyn
Stark,convinces,Sansa
Sansa,seems,Stark
Myranda,admits,Sansa
Sansa,has,North
North,tells,Sansa
Brandon,runs,Myranda
Myranda,puts,Sansa
Myranda,leads,Sansa
Sansa,finds,Reek
Sansa,calls,Theon
Reek,helps,Ramsay
Ramsay,confesses,Ramsay
Ramsay,makes,Reek
Ramsay,is,Sansa
Sansa,forces,Reek
Ramsay,suggests,Reek
Sansa,is,Sansa
Sansa,has,Roose
Ramsay,is,Roose
Roose,has,Walda
Ramsay,is,Sansa
Ramsay,expresses,North
Stannis,has,Castle
Stannis,plans,Iron
Landing,passes,Winterfell
Winterfell,means,Stannis
Stannis,intends,North
Jorah,ruins,Tyrion
Tyrion,deduces,Old
Meereen,pirates,Valyria
Tyrion,recites,Doom
Jorah,is,Drogon
Jorah,tells,Tyrion
Tyrion,is,Jorah
Tyrion,finds,Jorah
Jorah,tells,Tyrion
Tyrion,hopes,Slaver
Tyrion,seems,Jorah
Meereen,needs,Tyrion
Aemon,advises,Jon
Baratheon,rides,House
Meereen,does,Tyrion
Tarth,has,Winterfell
Lannister,does,Cersei
Tyrion,does,House
Dragons,covers,Seven
Wall,is,Seven
Tarly,is,Gift
Snow,has,Lord
Watch,is,Wall
Bowen,points,Gift
Yarwyck,is,First
Thorne,is,First
Watch,leads,Jon
Reek,notices,Walda
Ramsay,is,Roose
Roose,does,Reek
Reek,is,Walda
Walda,does,Roose
Roose,claims,Ramsay
Roose,is,Walda
Ramsay,says,Roose
Ramsay,has,Dreadfort
Ramsay,aloud,Reek
Roose,is,Ramsay
Roose,thinks,Umbers
Roose,says,Ramsay
Ramsay,is,Tywin
Myranda,is,Bastard
Myranda,is,Bastard
Bastard,is,Bones
Myranda,says,Ramsay
Ramsay,does,Roose
Myranda,is,Ramsay
Myranda,explains,Ramsay
Seaworth,presumes,Stannis
Stannis,is,Selyse
Aemon,is,Aemon
Aemon,is,Daenerys
Wall,does,Westeros
Samwell,reads,Daenerys
Samwell,is,Daenerys
Jon,is,Mad
Aemon,is,Targaryen
Wall,has,Daenerys
Daenerys,'s,Targaryen
Targaryen,does,Aemon
Landing,is,Samwell
Tarly,explains,Citadel
Citadel,is,Maesters
Watch,is,House
Samwell,says,Castle
Watch,is,Samwell
Stannis,observes,Samwell
Samwell,is,Randyll
Samwell,explains,Stannis
Stannis,is,Dragonstone
Stannis,laments,Dragonstone
Stannis,complains,Dragonstone
Grey,has,Missandei
Daenerys,does,Missandei
Dany,is,Kraznys
Daenerys,expects,Missandei
Valyria,is,House
Tyrion,sees,Valyria
Valyria,is,Doom
Volantis,is,Greyscale
Volantis,is,Meereen
Tyrion,has,Meereen
Tyrion,is,Daenerys
Qarth,is,Volantis
Stannis,recognizes,Sam
Stannis,recounts,Lord
Ashford,says,Sam
Sam,has,Walkers
Stannis,is,Dragonstone
Aemon,tells,Jon
Missandei,grieves,Dany
Tyrion,is,Men
Lord,is,Greyscale
Stannis,is,Winterfell
Roose,looks,Ramsay
Roose,has,Walda
Tyrion,reflects,Doom
Jon,discovers,Hardhome
Jon,reminds,Wall
Jon,plans,Watch
Free,agrees,Wall
Jon,has,Walkers
Jon,decides,Hardhome
Theon,gives,Ramsay
Ramsay,takes,Sansa
Sansa,turns,Ramsay
Roose,'s,Maester
Ramsay,takes,Sansa
Baratheon,has,Castle
Landing,comes,Winterfell
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Lannister,passes,Great
Baelor,is,Margaery
Tommen,is,King
Margaery,manipulates,Tommen
Cersei,stays,Landing
Tommen,thinks,Cersei
Cersei,pays,Margaery
Septon,engages,Seven
Angered,wants,Council
Cersei,decides,High
Sparrow,makes,Sparrows
Cersei,tells,High
Septon,surprises,High
Cersei,has,Qyburn
Qyburn,writes,Gregor
Clegane,begins,Qyburn
Roose,reminds,North
Roose,declares,Bolton
Baelish,means,Winterfell
Sansa,declares,Roose
Littlefinger,corrects,Ramsay
Sansa,accepts,Roose
Sansa,explores,Reek
Baelish,warns,Ramsay
Sansa,discusses,Roose
Roose,is,Littlefinger
Tywin,is,Jaime
Jaime,is,Cersei
Cersei,is,Margaery
Margaery,is,Sansa
Baratheon,tries,Lord
Jon,declines,Stannis
Stannis,is,Night
Jon,reiterates,Night
Stannis,plans,Castle
Stannis,confirms,Boltons
Winterfell,snows,Wall
Tormund,is,Mance
Stannis,suggests,Alliser
Seaworth,invites,Jon
Snow,asks,Sam
Aemon,entrusts,Sam
Jon,begins,Watch
Snow,shows,Ser
Snow,assigns,Janos
Slynt,refuses,Jon
Janos,calls,Olly
Alliser,moves,Edd
Jon,has,Janos
Slynt,is,Jon
Jon,executes,Commander
Baratheon,sees,Jon
Arya,is,Waif
Stark,has,House
Arya,is,Waif
Jaqen,is,Waif
Arya,is,Arya
Stark,is,Arya
Jaqen,allows,Arya
Arya,is,Waif
Waif,is,Arya
Varys,explains,Volantene
Varys,loses,Tyrion
Tyrion,finds,Red
Priestess,evangelizes,High
Priestess,preaches,Dragon
Tyrion,leads,Varys
Varys,tells,Tyrion
Tyrion,is,Jorah
Margaery,shifts,Cersei
Cersei,is,Cersei
Margaery,has,Cersei
Cersei,is,Cersei
Landing,plays,Daenerys
Volantis,has,Free
Braavos,is,Free
Braavos,is,Volantis
Volantis,is,Free
Tyrion,is,Volantis
Meereen,passes,Valyrian
Volantis,is,Free
Volantis,is,Slaver
Varys,gives,Tyrion
Tyrion,is,Mole
Light,is,Volantis
Volantis,is,East
Tyrion,recalls,Thoros
Tyrion,makes,Tyrion
Tyrion,speaks,High
Valyrian,varies,Robert
Tarly,knows,High
Tyrion,knows,High
Tyrion,explains,Men
Men,is,Greyscale
Greyscale,is,Shireen
Podrick,gives,Ser
Brienne,gives,Renly
Brienne,says,Podrick
Slynt,is,Qhorin
Jon,is,Janos
Stark,executes,Rickard
Ramsay,is,Lord
Stark,is,Janos
Janos,is,Lannisters
Jon,gives,Slynt
Jon,joins,Watch
Jon,decides,Slynt
Jon,is,Jon
Jon,is,Janos
Jon,beheads,Janos
Janos,insists,Jon
Slynt,is,Sansa
Sansa,remembers,Janos
Meereen,faces,Boltons
Snow,points,Night
Stannis,wants,Winterfell
Ramsay,makes,North
North,commands,House
Lord,pleads,Ramsay
Ramsay,forces,Ramsay
Roose,points,Cerwyns
Baratheon,marries,Margaery
Bran,is,Joffrey
Tommen,is,Cersei
Missandei,is,Podrick
Payne,is,Sansa
Westeros,is,Samwell
Tommen,has,Margaery
Cersei,becomes,Queen
Cersei,is,Queen
Kevan,points,Council
Cersei,is,Queen
Margaery,asks,Cersei
Littlefinger,makes,Sansa
Sansa,remains,Littlefinger
Vale,engages,Vale
Sansa,knows,Littlefinger
Littlefinger,is,Vale
Littlefinger,explains,Sansa
Sansa,is,Arryn
Littlefinger,explains,Sansa
Robin,is,Lord
Littlefinger,intends,Robin
Robin,does,Maester
Sansa,is,Tyrion
Littlefinger,tells,Boltons
Tywin,tells,Tyrion
Sansa,discusses,Littlefinger
Littlefinger,intends,Ned
Tyrion,does,Westeros
Boltons,involves,North
Arya,is,Lannisters
Arya,is,Sansa
Stark,has,Arya
Northern,lords,Starks
Starks,is,Mikken
Bolton,is,Ramsay
Greyjoy,is,Arya
Reek,dares,Arya
Arya,has,Boltons
Ramsay,does,North
Littlefinger,wants,Sansa
Sansa,is,Ramsay
Tyrell,is,Lannisters
Ramsay,marries,Stark
Arya,is,Stark
Littlefinger,is,Stannis
Littlefinger,is,Stannis
Stannis,is,Wall
Littlefinger,thinks,Stannis
Stannis,is,Westeros
Westeros,rallies,Northern
Northern,Houses,Houses
Houses,Houses,Boltons
Cersei,realizes,Sansa
Stannis,wins,Baelish
Baelish,thinks,North
Littlefinger,hopes,Stannis
Stannis,dies,Ramsay
Baratheon,hates,Littlefinger
Stannis,is,Littlefinger
Stannis,is,Littlefinger
Vale,does,North
Littlefinger,plans,Stannis
Sansa,is,North
Littlefinger,has,Stannis
Sansa,is,Ramsay
Sansa,is,Sansa
Sansa,is,Winterfell
Winterfell,knows,Sansa
Vale,removes,Littlefinger
Sansa,has,Vale
Littlefinger,is,Sansa
Littlefinger,has,Sansa
Sansa,is,Sansa
Sansa,'s,Littlefinger
North,is,Red
Brienne,recalls,Renly
Arya,meets,Waif
Qyburn,experiments,Mountain
Cersei,observes,King
Podrick,tells,Brienne
Aemon,is,Sam
Cersei,gets,High
Brienne,recalls,Brienne
Arya,asks,Faceless
Margaery,manipulates,Tommen
Cersei,meets,High
Littlefinger,arranges,Sansa
Snow,refuses,Stannis
Jon,gives,Greyguard
Jon,gives,Slynt
Slynt,tells,Jon
Jon,instructs,Edd
Thorne,reconsiders,Edd
Jon,decides,Slynt
Jon,meets,Stannis
Jon,is,Castle
Stannis,decides,Jon
Jon,marches,Winterfell
Volantene,rubs,Tyrion
Tyrion,'s,Tyrion
Tyrion,listen,Red
Targaryen,reminds,Red
Bolton,berates,Ramsay
Ramsay,is,Littlefinger
Ramsay,meets,Reek
Myranda,is,Sansa
Royal,happens,North
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Varys,reveals,Tyrion
Melara,does,Cersei
Maggy,is,Cersei
Cersei,arrives,Great
Sept,chastises,Jaime
Cersei,is,Lancel
Sparrows,asks,Cersei
Cersei,denies,Lancel
Loras,looks,Dorne
Margaery,sends,Olyvar
Tywin,is,Cersei
Varys,speaks,Tyrion
Tyrion,arrives,Pentos
Varys,tells,Tyrion
Tyrion,has,Varys
Varys,snaps,Tyrion
Tyrion,has,Iron
Varys,states,Westeros
Westeros,is,Seven
Seven,requires,Tommen
Tyrion,does,Varys
Varys,offers,Tyrion
Yunkai,has,Wise
Daario,convinces,Second
Drogon,has,Daario
Daenerys,attempts,Viserion
Sansa,witnesses,Baelish
Royce,has,Robin
Sansa,asks,Lord
Littlefinger,is,Sansa
Stark,states,Arya
Brienne,points,Pod
Sansa,passes,Brienne
Melisandre,has,Jon
Jon,is,Melisandre
Stannis,intends,North
Bolton,desires,Free
Jon,relays,Mance
Mance,stands,Stannis
Melisandre,lights,Mance
Greyjoy,is,Balon
Winterfell,appears,House
Prologue,takes,Cersei
Cersei,puts,Robert
Cersei,is,Crown
Prologue,takes,Robert
Cersei,is,Cersei
Jaime,is,Jaime
Gendry,is,Robert
Dance,returns,Tywin
Westeros,has,Jon
Cersei,mirrors,Jaime
Tywin,is,Westeros
Tyrell,struggles,Tywin
Lancel,is,Battle
Kevan,does,Lancel
Lancel,walks,Cersei
Cersei,offers,Kevan
Kevan,walks,Cersei
Lancel,is,Kevan
Kevan,says,Lancel
Lancel,describes,Cersei
Kevan,offers,Sparrows
Watch,is,Lord
Thorne,has,Lord
Stannis,says,Wall
Gilly,reminds,Samwell
Samwell,is,Eddard
Watch,does,Stannis
Mance,does,Castle
Mance,is,Watch
Light,is,Westeros
Naharis,is,Free
Daario,is,Daenerys
Daario,says,Dothraki
Olyvar,muses,Loras
Loras,has,Dorne
Sunspear,is,Red
Tyrion,arrives,Pentos
Pentos,switches,Tyrion
Daenerys,has,Great
Sam,notes,Ser
Snow,is,Castle
Melisandre,tells,Jon
Wall,asks,Jon
Jon,is,Night
Stannis,needs,Wall
Cersei,arrives,Great
Tywin,encounters,Kevan
Cersei,fears,Lancel
Jaime,stands,Tywin
Cersei,looks,Maggy
Littlefinger,discusses,Cersei
Stark,is,Alayne
Tyrion,arrives,Pentos
Stannis,claims,Seven
Unsullied,is,Son
Harpy,enrages,Daenerys
Loraq,asks,Daenerys
Daenerys,argues,Slaver
Daenerys,needs,Varys
Rayder,is,Melisandre
Melisandre,denounces,King
Stannis,is,Westeros
Daenerys,visits,Viserion
Naharis,returns,Meereen
Daario,urges,Dany
Hizdahr,suggests,Yunkai
Tyrion,proceeds,Tyrion
Queen,is,Queen
Cersei,cuts,Maggy
Maggy,uses,Littlefinger
Arryn,chastises,Jaime
Harpy,kills,Jaime
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Arya,receives,Jaqen
Watch,arrives,Fist
Baratheon,is,Shadow
Brienne,flees,Catelyn
Brienne,swears,Catelyn
Baelish,accompanies,Tyrell
Seaworth,challenges,King
Melisandre,convinces,Melisandre
Lannister,brings,Renly
Tyrion,predicts,Stannis
Tyrion,learns,Cersei
Cersei,has,Alchemists
Brienne,kills,Kingsguard
Kingsguard,visits,Hallyne
Hallyne,learns,Wildfire
Tyrion,blames,Tyrion
Dagmer,needs,Theon
Theon,plans,Torrhen
Rodrik,leads,Torrhen
Tyrion,discovers,Wildfire
Lannister,hosts,Robb
Tywin,is,Robb
Mormont,leads,Fist
Qhorin,warns,Jeor
Snow,joins,Qhorin
Tarly,takes,Lord
Pyat,invites,House
Renly,reduces,Joffrey
Stannis,is,Robb
Daenerys,is,Westeros
Daenerys,says,Drogon
Renly,is,Catelyn
Stark,wants,Robb
Alchemists,is,Hallyne
Harrenhal,is,Tyrion
Tyrion,inspects,Alchemists
Daenerys,stays,Xaro
Xaro,learns,King
Robert,is,Seven
Jaqen,promises,Arya
Renly,is,Catelyn
Mormont,arrives,Fist
Theon,leads,Torrhen
Halfhand,arrives,Fist
Shadow,kills,Catelyn
Greyjoy,takes,Ghost
Lands,is,Prince
Lannister,arrives,Hand
Baratheon,begins,Iron
Daenerys,leads,Red
Watch,approaches,Keep
Craster,tells,Jeor
Jeor,has,Benjen
Jon,is,Commander
Jeor,reprimands,Jon
Mormont,asks,Jon
Sansa,watches,King
Baratheon,holds,Red
Stark,intercedes,Joffrey
Joffrey,dismisses,Sandor
Lannister,arrives,King
Cersei,is,Tyrion
Tyrion,arrives,Lord
Tyrion,hides,Shae
Bran,is,Summer
Godswood,sees,Summer
Baratheon,allows,Melisandre
Cressen,is,Melisandre
Melisandre,is,Stannis
Melisandre,proclaims,Stannis
Cressen,asks,Davos
Stannis,dictates,Joffrey
Stannis,has,Ned
Lannister,challenges,Joffrey
Renly,is,Renly
Robb,does,Iron
Iron,desires,Northern
Stannis,sees,Robb
Cressen,feigns,Melisandre
Melisandre,is,Cressen
Cressen,is,Cressen
Robb,interrogates,Jaime
Robb,asserts,House
Wind,is,Jaime
Robb,sends,Alton
Robb,tasks,Renly
Renly,sends,Ser
Cersei,asks,Lord
Joffrey,redecorates,Targaryens
Slynt,leads,Robert
Barra,is,Petyr
Mott,is,Gendry
Gendry,has,Night
Daenerys,leads,Red
Targaryen,leads,Red
North,is,Robb
Lannister,pays,North
Tyrion,'s,Joffrey
Tyrion,has,Joffrey
Daenerys,does,Red
Robb,has,Jaime
North,is,Prologue
Stannis,has,King
Cressen,attempts,Melisandre
Sansa,attends,Joffrey
Sansa,suggests,Joffrey
Tyrion,arrives,Joffrey
Tyrion,assumes,Hand
Cersei,has,King
Cersei,accepts,Tyrion
Osha,knows,Bran
Robb,is,Sansa
Robb,sends,Cersei
Catelyn,is,Stormlands
Davos,watches,Seven
Stannis,discusses,Iron
Conclave,has,Seven
Joffrey,is,King
Joffrey,is,King
King,listens,King
Baratheon,is,Baratheon
Lannister,'s,Stannis
Stannis,is,King
Joffrey,is,Baratheon
Lannister,arrives,King
North,.Add,North
Lands,is,Prince
Stark,treats,King
Tyrion,undertakes,King
Craster,drags,Jon
Jon,realizes,Jeor
Jeor,has,Craster
Mormont,considers,Craster
Craster,is,Wall
Mormont,is,Craster
Jeor,predicts,Jon
Tarly,gives,Gilly
Stark,sees,Summer
Stark,arrives,King
Renly,introduces,Catelyn
Catelyn,warns,Renly
Catelyn,is,Brienne
Greyjoy,is,Balon
Theon,is,Yara
Theon,implores,Greyjoys
Theon,chastises,Starks
Shae,complains,Tyrion
Lannister,hosts,Sansa
Tyrion,tests,Myrcella
Cersei,confronts,Pycelle
Baelish,is,Tyrion
Tyrion,placates,Renly
Renly,tries,Loras
Loras,goes,Queen
Margaery,fails,Renly
Stark,takes,Yoren
Amory,refuses,Royal
Arya,rescues,Jaqen
Lommy,Greenhands,Greenhands
Greenhands,picks,Gendry
Arya,is,Polliver
Polliver,takes,Needle
Lommy,begs,Polliver
Arya,convinces,Lommy
Dorne,is,Tyrion
Renly,departs,Catelyn
Loras,tells,Catelyn
Renly,agrees,Brienne
Loras,looks,Renly
Renly,winks,Loras
Council,is,Cersei
Tyrion,considers,Theon
Tyrion,meets,Pycelle
Tyrion,tells,Varys
Varys,intends,Tommen
Varys,seems,Tyrion
Tyrion,tells,Varys
Varys,intends,Tommen
Varys,seems,Tyrion
Tyrion,intends,Myrcella
Martell,is,Tyrion
Tyrion,sees,Tyrion
Myrcella,Is,Bran
Tyrell,tries,Renly
Margaery,says,Lady
Luwin,is,Children
Catelyn,enters,Renly
Renly,'s,Storm
Renly,is,Renly
Renly,cares,Joffrey
Pyke,is,Winterfell
Sansa,is,Shae
Littlefinger,arrives,Tyrion
Tyrion,has,Pycelle
Cersei,is,Tyrion
Myrcella,is,Tyrion
Theon,is,Arya
Yoren,is,Ser
Tyrion,has,Grand
Tyrion,placates,Cersei
Catelyn,arrives,Renly
Sam,promises,Gilly
Balon,reveals,North
Robb,is,Lannisters
Stark,attends,Cersei
Myrcella,breaks,Myrcella
Sansa,sits,Joffrey
Cersei,Is,Joffrey
Sansa,does,Sansa
Greyjoy,looks,Yara
Balon,slaps,Theon
Balon,strides,Yara
Stark,is,Hodor
Summer,is,Maester
Pycelle,is,Baratheon
Baratheon,is,North
Lands,is,Prince
Theon,stirs,Luwin
Arya,receives,Jaqen
Dany,goes,Jon
Jon,proves,Qhorin
Pycelle,is,Hand
Lannister,has,Hand
Varys,tells,Bronn
Bronn,has,Tyrion
Shae,urges,Tyrion
Lannister,is,Hand
Littlefinger,is,Harrenhal
Tyrell,asks,Joffrey
Joffrey,agrees,Margaery
Sansa,is,Littlefinger
Baratheon,has,Dragonstone
Melisandre,insists,Lord
Light,allows,Stannis
Melisandre,is,Stannis
Melisandre,tells,Stannis
Stannis,assures,Stannis
Stannis,is,Lord
Stannis,is,Melisandre
Melisandre,has,Stannis
Stannis,appears,Red
Stark,speaks,Lady
Catelyn,urges,Robb
Robb,disregards,Talisa
Jaime,is,Brienne
Jaime,reminds,Stark
Brienne,does,House
Greyjoy,is,Roose
Luwin,tells,Theon
Luwin,suggests,Theon
Theon,refuses,Jon
Snow,tries,Dagmer
Luwin,tries,Dagmer
Luwin,affirms,Starks
Pie,cross,Jaqen
Jaqen,gives,Braavos
Targaryen,arrives,House
House,is,Jorah
Landing,turns,Iron
Daenerys,leaves,Rhaego
Daenerys,is,Pyat
Daenerys,knows,Xaro
Qhorin,realizes,Jon
Jon,acquires,Jon
Bones,lets,Ygritte
Ygritte,gives,Jon
Jon,wounds,Qhorin
Qhorin,whispers,Jon
Wall,has,Jon
Sam,hides,Wights
Stark,kills,Theon
Jorah,says,Dothraki
Jorah,has,Dothraki
Seven,follows,Old
Catelyn,follows,Faith
Arya,says,Jaqen
Coin,comes,Braavos
Daenerys,enters,House
Daenerys,decides,Qarth
Qarth,sets,Jorah
Tyrells,asks,King
Luwin,offers,Theon
Luwin,suggests,Theon
Theon,gets,Maester
Jon,slays,Qhorin
Jon,arrives,Mance
Robb,asks,Catelyn
Lannister,leads,King
Tyrion,has,Varys
Varys,tells,Tyrion
Bronn,drinks,Lannister
Lannister,has,Hound
Joffrey,berates,Tyrion
Bronn,has,Tyrion
Tyrion,tosses,Bronn
Stannis,destroys,Davos
Bronn,joins,Hound
Lannister,offers,Maegor
Nightshade,is,Grand
Pycelle,keeps,Ser
Lancel,comes,Stannis
Stannis,has,Cersei
Tyrion,rallies,Joffrey
Joffrey,leaves,Lancel
Tyrion,is,Ser
Payne,kills,Ser
Lancel,tries,Cersei
Sansa,tries,Cersei
Cersei,has,Tommen
Shae,tells,Sansa
Sansa,finds,Hound
Winterfell,says,Stannis
Hound,scares,Sansa
Sansa,is,Stannis
Cersei,sits,Iron
Lannister,is,House
Baratheon,decimates,Stannis
Tyrion,turns,Crown
Tyrell,reveals,Renly
Blackwater,pours,Blackwater
Bronn,sings,Rains
Joffrey,uses,Men
Cersei,prepares,Tommen
Shae,is,Free
Shae,is,Free
Free,'s,Lannister
Lannister,is,Westeros
Shae,is,Free
Shae,serves,Jaqen
Blackwater,is,Sansa
Joffrey,forces,Sansa
Davos,sails,King
Wildfire,throws,Davos
Tyrion,sees,Wildfire
Cersei,commands,Lancel
Ilyn,is,Stannis
Tyrion,is,Ser
Lancel,tells,Cersei
Joffrey,storms,Maegor
Sansa,is,Hound
Arya,has,Dany
Dany,is,Joffrey
Joffrey,meets,Qhorin
Qhorin,gives,Jon
Theon,approaches,Bran
Bran,takes,Winterfell
Luwin,sends,House
Theon,tells,Bran
Rodrik,is,Theon
Theon,is,Torrhen
Dagmer,insists,Theon
Theon,botches,Ser
Osha,has,Theon
Robb,chats,Talisa
Stark,has,Stormlands
Bolton,arrives,Luwin
Robb,intends,North
Roose,advises,North
Snow,is,North
Roose,warns,Northern
Robb,insists,Bolton
Lannister,berates,Ser
Arya,tries,Littlefinger
Baelish,discusses,Renly
Reach,has,Highgarden
Highgarden,has,Stannis
Tywin,is,Arya
Arya,is,Robb
Arya,runs,Amory
Arya,runs,Jaqen
Lorch,reaches,Tywin
Baratheon,departs,Dorne
Cersei,warns,Tyrion
Martell,comes,Trystane
Tyrion,is,Joffrey
Joffrey,shrieks,Tyrion
Tyrion,slaps,Joffrey
Tyrion,realizes,Sansa
Joffrey,comes,Starks
Sansa,is,Sandor
Jon,lays,Ygritte
Halfhand,has,Fist
Men,continues,Frostfangs
Targaryen,tries,King
Daenerys,finds,Irri
Baratheon,has,Stark
Tyrion,admonishes,Joffrey
Sansa,dies,Starks
Joffrey,is,Jaime
Joffrey,scowls,Tyrion
Arya,[,Arya
New,is,Jon
Jon,is,Ghost
Theon,is,Theon
Lorch,is,Harrenhal
Rickon,is,Bran
Qhorin,demands,Jon
Theon,is,Winterfell
Theon,[,Rodrik
Theon,Dagmer,Dagmer
Joffrey,walks,Red
Keep,throws,Kingsguard
Joffrey,makes,Red
Tyrion,dies,Jaime
Lands,is,Prince
Jaime,meets,Theon
Greyjoy,awakens,Osha
Osha,has,Hodor
Theon,berates,Lorren
Lorren,counters,Theon
Theon,is,Osha
Dagmer,finds,Bran
Theon,is,Maester
Theon,has,Winterfell
Theon,returns,Winterfell
Lannister,is,Amory
Tywin,is,Jaqen
Gregor,speculates,Brotherhood
Tywin,suspects,Arya
Arya,does,Lord
Stark,comes,Sandor
Sansa,is,Sandor
Sandor,stands,King
Shae,tries,Sansa
Sansa,is,Queen
Sansa,says,Jaime
Cersei,believes,Sansa
Joffrey,advises,Sansa
Cersei,expects,Joffrey
Cersei,meets,Tyrion
Tyrion,expresses,Jaime
Joffrey,is,Jaime
Tyrion,points,Myrcella
Karstark,discovers,Alton
Lannister,returns,Queen
Robb,is,Alton
Talisa,needs,Robb
Robb,suggests,Crag
Jaime,kills,Alton
Rickard,demands,Jaime
Catelyn,is,Jaime
Jaime,has,Cersei
Cersei,begins,Eddard
Catelyn,asks,Brienne
Snow,is,Night
Wildlings,is,Wildlings
Ygritte,says,Jon
Quaithe,knows,Jorah
